drug_id,function_description,components,label
TCMF10122,气血两虚，腰膝酸软，神疲乏力，失眠多梦。,黄精，玉竹，黄芪，鸡血藤，杜仲，肉苁蓉，枸杞子，熟地黄，菟丝子，木香，陈皮，佛手，人参,制何首乌
TCMF10963,气血两虚，腰膝酸软，头晕目眩，失眠多梦。,党参，红参，白术，熟地黄，玉竹，鸡血藤，墨旱莲，女贞子，锁阳，淫羊藿，续断,狗脊
TCMF9914,冠心病心绞痛，脑梗死，高脂血症。,人参，降香，乳香，赤芍，酸枣仁，檀香，冰片，水蛭，全蝎，蜈蚣，蝉蜕,土鳖虫
TCMF11498,气血两虚，免疫力低下，疲劳乏力。,灵芝，白芍，淫羊藿,黄芪
TCMF7618,小儿感冒发热，头痛，咳嗽。,黄芩，黄连，栀子，连翘，石膏，知母，薄荷，冰片,金银花
TCMFx321,疮疡,天南星，金银花，甘草，没药，白芷，乳香，人工牛黄,连翘
TCMFx3640,"月经失调, 痛经",益母草，延胡索，当归，人参，熟地黄，白芍，川芎，白术，茯苓，甘草,阿胶
TCMF10980,气血两虚，腰膝酸软，头晕耳鸣，失眠多梦，食欲不振。,人参，白术，炙甘草，制何首乌，熟地黄，当归，川芎，白芍，桑寄生，牛膝，山药，龙眼肉，肉桂，鹿茸,党参
TCMF11831,气血两虚，乳汁不足，久病体弱。,炙黄芪，当归，麦冬，知母，玄参,党参
TCMF11098,风寒感冒，头痛鼻塞，咳嗽痰多。,丁香，防风，白芷，川芎，羌活，薄荷，荆芥，桔梗，甘草,细辛
TCMF9227,慢性肝炎，早期肝硬化，脂肪肝，中毒性肝炎等,党参，黄精，山药，丹参，当归，茵陈，板蓝根，郁金，秦艽，白芍，山楂，泽泻，甘草,黄芪
TCMF7911,肾虚，腰膝酸软，阳痿早泄，遗精遗尿，头晕耳鸣，须发早白。,巴戟天，淫羊藿，杜仲，何首乌，熟地黄，党参，黄芪，当归，枸杞子，肉苁蓉，仙茅，金樱子，覆盆子，甘草,续断
TCMF10887,气血两虚，头晕目眩，心悸失眠，月经不调。,炙甘草，炙黄芪，茯苓，白芍，川芎，当归，熟地黄，阿胶,党参
TCMFx5433,"痹病, 跌打损伤",黄芪，海藻，三棱，莪术，川芎，白附子，天南星，半夏，川乌，草乌，白蔹，山豆根，赤芍，苍术，红花,鸡血藤
TCMF8853,心悸失眠，神疲乏力，食欲不振。,灵芝,茯苓
TCMF11105,咳嗽，气喘，痰多,平贝母，黄芩，麻黄，五味子，乌梅，防风，白果,天冬
TCMF8138,瘀血阻络所致的头痛、眩晕、肢体麻木、瘫痹；中风后遗症，脑动脉硬化症见上述证候者。,川芎，当归，红花，桃仁，丹参，赤芍，鸡血藤，地龙，桂枝,黄芪
TCMFx1067,感冒,大青叶，荆芥，防风，薄荷，牛蒡子，桔梗，白芷，甘草,连翘
TCMF9132,气滞血瘀，胸胁胀痛，月经不调。,木香,红花
TCMF7291,皮损基底红，便秘，尿黄属血热风燥型的银屑病。,拳参，土茯苓，北豆根,白鲜皮
TCMF9431,乳腺增生，乳痛症，乳腺炎。,柴胡，丹参，赤芍，海藻，牡蛎，淫羊藿，青皮,香附
TCMF11811,失眠，心悸，头晕，耳鸣。,女贞子，墨旱莲，合欢皮，沙苑子，地骨皮，五味子，甘草,郁金
TCMF7474,妇人冲任虚损，崩漏下血，月经过多，淋漓不止，产后或流产损伤冲任，下血不绝，或妊娠胞阻，胎漏下血，腹中疼痛。,熟地黄，当归，白芍，川芎，艾叶，甘草,阿胶
TCMF7569,脾胃虚寒，水肿，肢冷，腹痛。,桂枝，附子，白术，甘草,茯苓
TCMF10072,中风痰厥，神昏不醒，痰涎壅盛，关窍不利，语言不出。,麝香，朱砂，金礞石，雄黄,冰片
TCMF48,"头晕, 头痛, 心悸气喘, 乏力, 缺氧引起的红细胞增多症, 见上述证候者",沙棘，枸杞子,红景天
TCMF11461,腰椎间盘突出症，腰椎管狭窄症，腰腿疼痛。,丹参，黄芪，延胡索，鹿角胶,杜仲
TCMF11930,感冒发热，咳嗽痰多，头痛鼻塞。,黄芩，紫苏叶，麻黄，桔梗，前胡，苦杏仁，茯苓，半夏，陈皮，枳壳,甘草
TCMF10914,小儿脾胃虚弱，食欲不振，大便不调，面黄肌瘦，夜寐不安。,白扁豆，茯苓，白术，炙甘草，山药，莲子，芡实，北沙参，山楂，陈皮，石菖蒲,麦芽
TCMF7924,气血两虚，脾胃虚弱，食欲不振，神疲乏力，面色萎黄。,黄芪，鸡血藤，茯苓，何首乌，菟丝子,当归
TCMF12316,风寒湿痹，筋骨疼痛，脾胃虚弱，食欲不振。,薄荷，细辛，辛夷，砂仁，豆蔻，红花，川牛膝，熟地黄，当归，枸杞子，大枣，甘草,木香
TCMF10141,跌打损伤，瘀血肿痛，风湿痹痛,三七，乳香，没药，红花，鸡血藤，木香，香附，细辛，白芷，制草乌，制川乌,冰片
TCMF12531,面色苍白，四肢无力，食欲不振，腹痛喜温,当归，甘草，木香，人参,肉桂
TCMF7943,肾阳不足，腰膝酸软，畏寒肢冷，性功能减退。,肉苁蓉，巴戟天，枸杞子，仙茅，沉香，肉桂，人参,淫羊藿
TCMF11338,跌打损伤，瘀血肿痛，筋骨疼痛。,鸡血藤，丹参，当归，赤芍，川芎，桃仁，红花，三棱，莪术，乳香，没药，牛膝，土鳖虫，血竭，自然铜，续断，桑寄生，木香，香附，延胡索，甘草,骨碎补
TCMF10672,痔疮肿痛，大便出血，肛门瘙痒。,黄连，荆芥穗，槐花，槐角，赤芍，当归，阿胶,黄芩
TCMF12043,痈疽疮疡，无名肿毒，湿疹瘙痒。,苦参，木鳖子，草乌，赤芍，白蔹，当归，天南星，白鲜皮，肉桂，冰片,苍术
TCMF11691,肝胆火旺，心烦不宁，头晕目眩，大便秘结。,芦荟，大黄，黄芩，黄连，黄柏，龙胆，青黛，木香，当归，麝香,栀子
TCMF7795,湿热下注，痔疮肿痛，肛裂出血，肠风下血。,红花，白芍，黄连，五味子，五倍子，乌梅，川芎，丁香，射干，人参，白矾,苦参
TCMFx6161,腹泻,苍术，羌活，车前子，甘草，川乌,大黄
TCMF12088,肝郁气滞，心神不宁，失眠多梦，头晕目眩，烦躁易怒。,麦冬，柏子仁，黄芩，龙胆，栀子，车前子，泽泻，茯苓，枳壳，酸枣仁，远志，牡蛎，珍珠母,当归
TCMF2939,"月经失调, 痛经, 带下病",当归，川芎，党参，白术，熟地黄，香附，白芍，黄芩，茯苓，牡丹皮，陈皮，白薇，甘草，续断，菟丝子，桑寄生，砂仁，延胡索，肉桂，阿胶，荆芥，艾叶,杜仲
TCMF10071,肾虚腰痛，遗精早泄，阳痿不育，须发早白，失眠健忘。,麦冬，天冬，柏子仁，车前子，补骨脂，黄芪，杜仲，砂仁，菊花，制何首乌，肉苁蓉，五味子，巴戟天，覆盆子，枸杞子，山茱萸，山药，熟地黄，菟丝子,白术
TCMF8820,胆囊炎，胆石症，胆道感染。,麦冬，甘草，麦芽，竹茹，三棱，莪术，郁金，龙胆，山楂，柴胡，莱菔子，蒲黄，陈皮，乌药,青皮
TCMF7427,免疫力低下，疲劳乏力，久病体虚，气血两亏。,冬虫夏草，人参，黄芪，当归，枸杞子，灵芝，茯苓，甘草,白术
TCMF7878,咽喉肿痛，声音嘶哑，咳嗽痰多。,桔梗，板蓝根，诃子，冰片,玄明粉
TCMF9227,慢性肝炎，早期肝硬化，脂肪肝，中毒性肝炎等,黄芪，党参，黄精，山药，丹参，当归，茵陈，板蓝根，郁金，秦艽，山楂，泽泻，甘草,白芍
TCMF9804,清热解毒，镇惊安神。用于热病高热，烦躁不安，神昏谵语，惊风抽搐，斑疹吐衄，尿赤便秘。,黄芩，栀子，大黄，石膏，朱砂，冰片，人工牛黄，滑石，甘草,黄柏
TCMF179,"厌食, 症见食欲不振, 消化不良, 面黄身瘦, 大便稀溏",党参，黄芪，白术，茯苓，山药，薏苡仁，麦冬，何首乌，大枣，山楂，桑枝,麦芽
TCMF12127,血瘀证，症见胸痹心痛，头痛眩晕，月经不调，闭经痛经。,三七，丹参，红花，当归，川芎，桃仁，牛膝，枳壳，甘草,赤芍
TCMF10383,血瘀证，月经不调，痛经，闭经，产后瘀血腹痛。,熟地黄，当归，川芎，白芍，牡丹皮，黄芪，山药，茯苓，泽泻，天花粉，墨旱莲，大黄，女贞子，川牛膝,甘草
TCMF3813,虚劳,牡蛎，五味子，淫羊藿，黄精，茯苓，鸡内金，青黛,黄芪
TCMF9725,冠心病，心绞痛，心律失常,黄精，丹参，红花，何首乌，川芎,淫羊藿
TCMF9649,湿热瘀阻所致的皮肤病，如湿疹、皮炎、皮肤瘙痒等。,土茯苓，丹参，黄芩，甘草，白鲜皮，蝉蜕,当归
TCMF8444,脾胃虚弱，食积气滞，脘腹胀痛，消化不良。,麦芽，砂仁，白术，木香，香附，陈皮，枳壳，枳实,山楂
TCMFx611,"乳癖结节, 乳痈初起, 乳腺囊性增生病及乳腺炎前期",蒲公英，昆布，天花粉，鸡血藤，三七，赤芍，海藻，漏芦，木香，玄参，牡丹皮，夏枯草，连翘，红花,鹿角
TCMF8961,气血两虚，头晕目眩，心悸失眠，食欲不振，四肢乏力。,黄芪，党参，白术，阿胶,当归
TCMFx3805,"月经失调, 血劳, 血风劳",当归，香附，党参，黄芪，白芍，熟地黄，甘草，茯苓,川芎
TCMF12164,肾阳不足，小便频数，夜尿多，腰膝酸软。,补骨脂，肉桂，桑螵蛸,大青盐
TCMF10372,胃溃疡，十二指肠溃疡，慢性胃炎。,重楼，白及，延胡索,海螵蛸
TCMF11677,鼻渊，鼻塞，头痛，流脓涕。,安息香，苏合香，重楼，黄芩，丹参，紫苏叶，降香，巴豆霜，甘遂，千金子霜，山豆根，茯苓，胡椒，干姜，莪术，郁金，桔梗，苍术，木香,猪牙皂
TCMF9574,瘀血阻滞，痰湿内阻，气血两虚。,鸡血藤，红花，昆布，海藻，党参，白术，人参，天花粉，木香，黄连，枸杞子，酸枣仁，龙眼肉，延胡索,当归
TCMF10901,气血两虚，免疫力低下，疲劳乏力，久病体虚。,黄芪，党参，枸杞子，人参,冬虫夏草
TCMF8163,失眠，心悸，头晕，神经衰弱。,百合，麦冬，丹参，合欢花，茯苓，首乌藤，五味子，刺五加，玄参，远志，灯心草，石膏，珍珠母,酸枣仁
TCMF10072,中风痰厥，神昏不醒，痰涎壅盛，关窍不利，语言不出。,冰片，麝香，朱砂，雄黄,金礞石
TCMF11028,肝肾不足，气血两虚，腰膝酸软，神疲乏力，头晕目眩。,黄芪，党参，丹参，杜仲，制何首乌，枸杞子，川芎,当归
TCMF12081,小儿惊风，高热，抽搐，便秘。,大黄，黄连，滑石粉，槟榔，冰片，牛黄，朱砂，珍珠,牵牛子
TCMF9839,胸痹心痛，冠心病心绞痛。,丹参，赤芍，红花，桃仁，降香，冰片,川芎
TCMFx3017,咳嗽,半夏，麻黄，紫菀，桔梗，枇杷叶，陈皮，甘草，薄荷,远志
TCMF12048,小儿感冒，发热，咳嗽，痰多，呕吐，泄泻。,薄荷，广藿香，桔梗，苍术，茯苓，木香，细辛，黄连，甘草,天麻
TCMF10683,阴虚内热，口干咽燥，大便干结。,山麦冬,玄参
TCMF11941,风湿痹痛，肢体麻木，寒湿内阻。,制川乌，防风，花椒，赤小豆，桔梗，大黄，肉桂,粉萆薢
TCMF8568,气血两虚，腰膝酸软，头晕耳鸣，失眠多梦。,黄芪，当归，丹参，茯苓，甘草，杜仲，制何首乌，熟地黄，石斛，金樱子，西洋参,淫羊藿
TCMF9917,胸痹心痛，胸闷气短，心悸怔忡。,降香，山楂,丹参
TCMF11758,跌打损伤，瘀血肿痛，风湿痹痛。,大蒜，芦荟，侧柏叶，苏木，没药，三棱，莪术，砂仁，生姜，苍耳子,乳香
TCMF11949,风寒湿痹，筋骨疼痛，腰膝酸软，四肢麻木。,附子，桂枝，威灵仙，防风，白芍，红花，知母，伸筋草，骨碎补，狗脊，淫羊藿，续断，熟地黄,独活
TCMF10548,糖尿病及其并发症，如口渴多饮、多食易饥、尿频量多、神疲乏力等。,黄芪，丹参，葛根，茯苓，牡蛎,枸杞子
TCMF12516,头痛眩晕，心烦易怒，失眠多梦，面色苍白，舌淡苔薄，脉细弦,当归，川芎，白芍，熟地黄，鸡血藤，夏枯草，延胡索，细辛,钩藤
TCMFx3886,"惊悸, 不寐, 眩晕, 耳鸣",龟甲胶，酸枣仁，远志，茯苓，熟地黄，当归，川芎，黄芪，党参，白芍，丹参，白术，砂仁，山药，芡实，甘草,鹿角胶
TCMF10536,肾虚腰痛，腰膝酸软，骨质疏松，筋骨痿弱。,杜仲，巴戟天，淫羊藿，制何首乌，女贞子，丹参，红花，川芎，当归，人参，白术，甘草，砂仁，千年健，三七,熟地黄
TCMF8493,风寒湿痹，瘫痹拘挛，腰膝疼痛，手足麻木，跌打损伤。,荆芥，防风，羌活，苍术，麻黄，细辛，川乌，草乌，天麻，全蝎，当归，川芎，何首乌，石斛，雄黄,朱砂
TCMF10906,外感风寒，内伤湿滞，发热恶寒，头痛身重，胸闷脘痞，腹痛吐泻。,羌活，独活，川芎，柴胡，前胡，党参，桔梗，枳壳，甘草,茯苓
TCMFx6473,胃脘痛,北沙参，白芍，川楝子，玉竹，甘草，麦冬,石斛
TCMF11677,鼻渊，鼻塞，头痛，流脓涕。,安息香，苏合香，重楼，黄芩，丹参，紫苏叶，降香，甘遂，千金子霜，山豆根，猪牙皂，茯苓，胡椒，干姜，莪术，郁金，桔梗，苍术，木香,巴豆霜
TCMF9291,咽喉肿痛，口舌生疮，牙龈肿痛。,知母，黄芩，蒲公英，野菊花，牡丹皮，地骨皮，忍冬藤，白芷，蒲黄，甘草,连翘
TCMFx3017,咳嗽,半夏，紫菀，桔梗，枇杷叶，远志，陈皮，甘草，薄荷,麻黄
TCMF3318,"痹病, 跌打损伤, 项痹",乳香，没药，白芍，三七，木香，红花，郁金，独活，牛膝，秦艽，桂枝，血竭，马钱子,延胡索
TCMF9844,糖尿病，高血压，冠心病,黄芪，麦冬，黄精，赤芍，葛根，黄连，桑叶，牛膝，淫羊藿,丹参
TCMFx4975,"痹病, 偏枯",乌梢蛇，草乌，附子，威灵仙，防风，麻黄，海风藤，细辛，白附子，胆南星，蜈蚣，地龙，乳香，桃仁，红花，当归，川芎，赤芍，牛膝，骨碎补，熟地黄，党参，白术，茯苓，木香，香附，草豆蔻，石菖蒲，黄芩，大黄，牛黄，冰片,桂枝
TCMF9561,跌打损伤，瘀血肿痛，筋骨疼痛。,三棱，郁金，红花，大黄，赤芍，牡丹皮，川芎，当归，防风，香附，蒲黄，续断，延胡索，陈皮，青皮，枳壳，乌药,莪术
TCMF4377,咳嗽,知母，阿胶，款冬花，五味子，马兜铃，麻黄，旋覆花，陈皮，甘草，桔梗，葶苈子，苦杏仁,清半夏
TCMF8574,附件炎、盆腔炎、子宫内膜炎等引起的带下病，症见带下量多、色黄质稠、小腹疼痛、腰骶酸痛。,鸡血藤，皂角刺，三棱，赤芍，紫花地丁，蒲公英，金银花，川芎，香附，王不留行，延胡索,黄芩
TCMF9678,糖尿病，口渴多饮，消谷善饥，尿多，消瘦，乏力。,人参，黄芪，麦冬，五味子，乌梅，茯苓，葛根，甘草,天花粉
TCMF9179,肝肾不足，腰膝酸软，筋骨痿弱，头晕目眩。,人参，黄芪，麦冬，补骨脂，乳香，秦艽，地骨皮，川芎，泽泻,鹿角
TCMF8588,冠心病，心绞痛，心肌缺血，胸闷，心悸。,丹参，川芎，降香，郁金，黄芪，当归，首乌藤，赤芍，葛根，决明子，安息香，苏合香，乳香，没药，白芷，土木香，沉香，香附，菊花,薤白
TCMF8461,肾阳不足，腰膝酸软，肢冷畏寒，下肢痿弱。,锁阳，当归，牛膝，熟地黄，陈皮,干姜
TCMFx1286,"积年气块, 脐腹疼痛",木瓜，当归，白芷，威灵仙，狗脊，牛膝，鸡血藤，海风藤，人参，附子，草乌,川芎
TCMFx7226,用于心脾两虚，气短心悸，失眠多梦，头晕头昏，肢倦乏力，食欲不振，崩漏便血,炙黄芪，龙眼肉，党参，白术，当归，酸枣仁，远志，木香，大枣,茯苓
TCMFx3338,"胃脘痛, 腹痛",丁香,肉桂
TCMF9349,脾胃虚弱，气虚下陷，久泻脱肛，子宫脱垂，崩漏下血，神疲乏力，食少腹胀，便溏久泻。,党参，白术，升麻，柴胡，当归，陈皮,炙黄芪
TCMF7698,脾胃虚弱，气虚下陷，久泻久痢，脱肛，崩漏，子宫脱垂等。,黄芪，人参，白术，炙甘草，当归，陈皮，柴胡,升麻
TCMFx4180,"胁痛, 胃脘痛",沉香，木香，檀香，砂仁，豆蔻，枳壳，厚朴，川楝子，延胡索，陈皮，片姜黄，白芍，茯苓,佛手
TCMFx5250,胃脘痛,黄精，高良姜，莱菔子，鹿角胶，人参，苍术，陈皮，淫羊藿，肉桂，红花，丁香，黄芪，五味子,白术
TCMF9728,风寒湿痹，筋骨疼痛，四肢麻木，腰膝酸软。,独活，羌活，川芎，红花，木瓜，玉竹，白术，当归，桑寄生，川牛膝，续断,防风
TCMF11423,湿热痢疾，腹痛腹泻，里急后重。,厚朴，木香，党参，白术，茯苓，甘草，陈皮，鸦胆子，当归，枳壳,黄连
TCMF3777,"痞满, 痢疾, 腰痛",柴胡，白芍，甘草,枳壳
TCMF9865,气虚血瘀，心悸气短，胸闷心痛。,黄芪，蒲黄,党参
TCMF9653,湿疹，皮炎，皮肤瘙痒。,苦参，防风，蛇床子，白鲜皮，黄柏,荆芥
TCMF12000,心火亢盛，烦躁失眠，口舌生疮，小便短赤。,黄芩，栀子，防己，金果榄，槟榔，冰片,木香
TCMF8342,小儿惊风，痰热咳嗽，心悸失眠，脾胃虚弱。,朱砂，天竺黄，红参，山药，茯苓，枳壳，枳实，甘草,胆南星
TCMF11824,胃虚不化，水气致痞，心下痞硬，干噫食臭，胁下有水气，腹中雷鸣，下利。,生姜，干姜，黄连，人参，甘草，大枣，姜半夏,黄芩
TCMF9277,肺热咳嗽，痰多粘稠，气短胸闷，呼吸困难。,甘草，降香，苦参，红花，木香，全蝎，草乌叶，肉豆蔻，沉香，北沙参，诃子，檀香，牛黄，石膏,麝香
TCMF10954,心悸失眠，心烦不安，健忘多梦，头晕目眩。,麦冬，天冬，柏子仁，酸枣仁，丹参，炙甘草，茯苓，党参，五味子，当归，石菖蒲，玄参，远志，朱砂,桔梗
TCMF11626,脾胃虚弱，食少便溏，气短乏力，肢倦懒言。,黄芪，党参，白术，苍术，葛根，炙甘草，白芍，刺五加，升麻，柴胡，五味子，陈皮,当归
TCMF7182,跌打损伤，闪腰岔气，伤筋动骨，皮肤青肿，血瘀疼痛。,当归，血竭，土鳖虫，自然铜，朱砂,麝香
TCMF3975,急惊风,胆南星，僵蚕，全蝎，白附子，赭石，天麻，冰片，乳香,麝香
TCMFx5218,痹病,白芍，柴胡，香附，木香，木瓜，秦艽，防风，独活，羌活，地枫皮，青风藤，海风藤，牛膝，续断，麻黄，乳香，没药，川芎，延胡索，苍术，厚朴，杜仲，甘草，赭石，马钱子,当归
TCMF7865,感冒咳嗽，支气管炎，百日咳等引起的咳嗽。,百部，麦冬，知母，黄芩，桔梗，苦杏仁，桑白皮，天南星，陈皮,甘草
TCMF10849,热病神昏，高热惊厥，烦躁不安，口渴引饮，尿赤便秘，小儿惊风。,石膏，羚羊角，玄参，升麻，甘草，木香，沉香，丁香，芒硝，滑石，朱砂，磁石,麝香
TCMF12260,咳嗽，痰多，气喘，胸闷。,川贝母，知母，茯苓，瓜蒌子，五味子，枳实，陈皮，桑白皮，枳壳，石膏,黄芩
TCMF10426,肾虚腰痛，阳痿早泄，神疲乏力，头晕耳鸣，失眠多梦。,红参，鹿茸，冬虫夏草，淫羊藿，肉苁蓉，补骨脂，菟丝子，枸杞子，五味子，山茱萸，当归，川芎，白芍，炙甘草,熟地黄
TCMFx3610,"感冒, 咳嗽",党参，紫苏叶，前胡，茯苓，半夏，陈皮，枳壳，桔梗，甘草，木香，大枣，生姜,葛根
TCMF9655,湿热瘀阻所致的慢性结肠炎、肠易激综合征等。,半枝莲，丹参，白扁豆，补骨脂，苦参，山豆根，防己，三棱，莪术，苦杏仁,乌梅
TCMF9724,冠心病，心绞痛，高脂血症,黄精，丹参，红花，川芎，淫羊藿,制何首乌
TCMF10843,湿疹，皮炎，皮肤瘙痒,苦参，五倍子，功劳木，花椒,紫花地丁
TCMF10884,肾虚腰痛，腰膝酸软，头晕耳鸣，遗精早泄，阳痿不育。,巴戟天，肉苁蓉，杜仲，狗脊，牛膝，党参，白术，炙甘草，制何首乌，熟地黄，枸杞子，韭菜子，菟丝子，天花粉，远志，泽泻，山药，芡实,当归
TCMF8624,风湿性关节炎，类风湿性关节炎，痛风，跌打损伤，瘀血肿痛。,北豆根，地龙，防己，青风藤，白芷，细辛，川芎，当归，赤芍，丹参，红花，桃仁，牛膝，枳壳，木香，香附，乌药，延胡索，没药，血竭，儿茶，冰片，朱砂，珍珠，羚羊角，人工牛黄，麝香，雄黄,乳香
TCMF7928,脑动脉硬化，脑供血不足，记忆力减退，失眠多梦。,麦冬，丹参，五味子，枸杞子,人参
TCMFx302,"哮喘, 咳嗽, 胸闷痰多; 支气管哮喘, 喘息性支气管炎见上述证候者",麻黄，苦杏仁，连翘,洋金花
TCMF5463,"伤食, 积滞",鸡内金，阿魏,牵牛子
TCMF10827,肾阳不足，脾胃虚弱，腰膝酸软，食欲不振，畏寒肢冷。,附子，人参，山药，茯苓，杜仲，制何首乌，肉苁蓉，锁阳，鹿角胶，鹿茸，甘草,肉桂
TCMF11988,风寒湿痹，腰腿疼痛，肢体麻木，筋骨无力。,黄精，黄芪，丹参，杜仲，肉苁蓉，葛根，秦艽，细辛，乳香，三棱，丝瓜络，白术，赤芍，牡丹皮，女贞子，覆盆子，金樱子，木瓜，桃仁,没药
TCMF7673,高脂血症，肥胖，脂肪肝。,茵陈，泽泻，山楂，决明子，何首乌，大黄,丹参
TCMF11235,慢性非特异性溃疡性结肠炎，慢性腹泻，腹痛，腹胀，消化不良。,干姜，木香，乌梅，延胡索，罂粟壳,黄连
TCMF7554,阳气虚弱，四肢厥冷，脉微欲绝。,附子，人参，炙甘草,干姜
TCMFx1212,咳逆,血竭，麝香，冰片，乳香，没药，红花，朱砂,儿茶
TCMF8548,情志不畅，肝郁气滞所致的失眠、心悸、胸闷、焦虑、抑郁等症。,郁金，当归，白术，茯苓，百合，酸枣仁，远志，栀子，石菖蒲，胆南星，甘草，大枣,柴胡
TCMF11925,痛经，经闭，癥瘕积聚，血瘀腹痛。,三棱，莪术，大黄，牡丹皮，桃仁，当归，牛膝，肉桂,红花
TCMF10322,心悸，气短，胸闷，失眠多梦。,麦冬，赤芍，桂枝,五味子
TCMF7956,风寒湿痹，关节疼痛，肌肉酸痛，麻木不仁。,没药，乳香，细辛，白芷，川芎，丁香，肉桂，冰片,徐长卿
TCMF8180,慢性支气管炎，肺气肿，支气管哮喘，慢性阻塞性肺疾病等属肺肾两虚者。,白术，补骨脂，麦冬，茯苓，五味子，炙甘草,党参
TCMF8638,咽喉肿痛，声音嘶哑，口干舌燥，咳嗽痰多。,麦冬，北豆根，金果榄，桔梗，黄连，金银花，胖大海,玄参
TCMF11808,冠心病，心绞痛，心律失常，高血压，高脂血症,丹参，益母草，黄芪，茯苓，附子，山药，锁阳,泽泻
TCMF12204,心悸，失眠，健忘，头晕。,人参，丁香，肉桂，人工牛黄，蟾酥,冰片
TCMF7332,风热感冒，发热头痛，咳嗽咽痛。,金银花，连翘，板蓝根，大青叶，牛蒡子，桔梗，甘草,薄荷
TCMFx3139,阴痒,黄柏，轻粉，雄黄，蜈蚣,冰片
TCMF10601,冠心病，心绞痛，脑动脉硬化，高脂血症。,银杏叶，丹参，川芎，红花，三七，山楂，泽泻，决明子，何首乌,葛根
TCMF9882,高血压，高血脂，头晕头痛，胸闷心悸。,黄芩，茵陈，大黄，木香，山楂，泽泻,葶苈子
TCMF7329,湿热毒邪内蕴所致急性、迁延性、慢性肝炎和重症肝炎（Ⅰ型）。也可用于其它型重症肝炎的综合治疗。,栀子，黄芩，金银花,茵陈
TCMF12148,月经不调，经期腹痛，气血两虚。,丹参，当归，益母草，泽兰，茯苓，白术，生姜，艾叶，木香，香附，人参，川芎，白芍，牛膝，续断，陈皮，大腹皮,鹿茸
TCMF6546,"不寐, 眩晕, 心悸, 耳鸣, 健忘",五味子，首乌藤，合欢花，黄精，当归，丹参，远志，知母，磁石,酸枣仁
TCMF7053,"伤寒头痛, 疮疡初起",羌活，独活，柴胡，前胡，川芎，枳壳，桔梗，金银花，连翘，甘草，生姜，薄荷,茯苓
TCMF7572,疮疡肿毒，发热，便秘，腹胀，口渴，苔黄腻，脉数实。,黄芩，栀子，连翘，大黄，芒硝，当归，白芍，木香，桔梗，薄荷，甘草,黄连
TCMF7305,高血压，头痛，眩晕，耳鸣，失眠。,珍珠母，石决明，钩藤，菊花，牛膝，白芍，黄芩，桑寄生，杜仲，磁石，甘草,夏枯草
TCMF5837,"咳嗽, 喘病",黄芩，紫苏子，甘草，桑白皮，苦杏仁，地骨皮，石膏,麻黄
TCMF7323,血劳,鸡血藤，枸杞子，白芍，虎杖，墨旱莲，太子参，仙鹤草,熟地黄
TCMFx7041,"心脾蕴热, 咽喉腮舌肿痛",防风，荆芥，薄荷，桔梗，黄芩，栀子，连翘，玄参，大黄，芒硝，牛蒡子，甘草，金银花，淡竹叶,黄连
TCMF11560,咳嗽，气喘，痰多,麻黄，川贝母，桔梗，茯苓，细辛，橘红,五味子
TCMF10615,痛经，月经不调，产后腹痛。,益母草，干姜，红花，川芎，当归，甘草,桃仁
TCMF11409,清热解毒，凉血消肿，用于火热内盛，咽喉肿痛，牙龈肿痛，口舌生疮，目赤肿痛。,黄芩，黄连，黄柏，栀子，大黄，连翘，薄荷，荆芥穗，菊花，蔓荆子，川芎，防风，桔梗，甘草，冰片，牛黄，石膏,白芷
TCMF10373,气血两虚，脾肾不足，头晕目眩，腰膝酸软，神疲乏力。,炙黄芪，当归，百合，天冬，丹参，茯苓，山药，灵芝，薏苡仁，制何首乌，肉苁蓉，冬虫夏草，金樱子，山楂，枸杞子，大枣，酸枣仁，莲子,核桃仁
TCMF12174,肝郁气滞，胁肋疼痛，胸闷不舒，食欲不振。,三棱，郁金，延胡索，茯苓，白术，木香，陈皮，牡丹皮，厚朴，山楂，当归，板蓝根，鸡内金,丹参
TCMF7641,痈疮肿毒，脓成不溃，或溃后脓出不畅。,黄芪，当归，穿山甲，皂角刺,川芎
TCMF8531,湿热下注所致的阴痒、带下量多、色黄腥臭、湿疹、脚癣等。,土茯苓，苦参，千里光，黄柏，徐长卿，赤芍，花椒，蛇床子，人参叶，甘草,虎杖
TCMF7971,跌打损伤，瘀血肿痛，风湿痹痛。,乳香，没药，红花，川芎，当归，白芷，土鳖虫,三七
TCMF5623,"月经失调, 痛经, 不孕",吴茱萸，当归，白芍，阿胶，肉桂，牡丹皮，生姜，党参，半夏，麦冬，甘草,川芎
TCMF6195,咳嗽,荆芥，百部，紫菀，白前，前胡，款冬花，麻黄，陈皮，苦杏仁，防风,桔梗
TCMF11781,跌打损伤，骨折，瘀血肿痛。,麝香，自然铜，朱砂，儿茶，苏木，没药，乳香，红花，赤芍，川芎，当归，骨碎补，三七，牛膝，续断，桂枝，血竭，土鳖虫，麻黄,马钱子
TCMF10746,咳嗽，痰多，气喘，胸闷。,薄荷，煅石膏，朱砂,川贝母
TCMFx244,肝风夹瘀证的偏头痛,川芎，天麻，菊花，蔓荆子，藁本，丹参，墨旱莲，女贞子，牛膝,白芍
TCMF187,"脾气虚弱, 四肢无力",人参，黄芪，天麻，熟地黄，泽泻，决明子，菟丝子，鹿角，枸杞子，细辛,当归
